train_index,match_date,match_time,tournament,match_id,homeTeam,awayTeam,firstHalfHomeGoal,firstHalfAwayGoal,totalHomeGoal,totalAwayGoal,homeCorner,awayCorner,index,distance
458,2025-05-19,22:00:00,"Arjantin Primera Nacional, A Grubu",2126896,Patronato,San Miguel,,,,,,,458,5.384384830228984
306,2025-05-19,19:00:00,Estonya Premium Ligi,2131228,Tallinna Kal,Trans Narva,,,,,,,306,5.410360431616364
575,2025-05-17,21:00:00,Suudi Profesyonel Ligi,2162467,Ahli Saudi,Al Kholood,4.0,1.0,4.0,1.0,,,575,5.478220513999049
151,2025-05-17,15:00:00,İsveç Lig 2,2127694,Tidaholms GoIf,Ahlafors IF,1.0,1.0,1.0,1.0,,,151,5.485927451215519
116,2025-05-17,19:00:00,"Segunda RFEF, Yükselme Playoff",2164056,La Union Atl.,Torrent CF,0.0,2.0,0.0,2.0,,,116,5.494670144785765
416,2025-05-16,18:00:00,Etiyopya Premier Lig,2125842,Hawassa,Saint George,2.0,1.0,2.0,1.0,,,416,5.541028785343025
579,2025-05-18,15:00:00,Finlandiya Ykkonen,2129481,JJK Jyvaskyla,Rovaniemen,,,,,,,579,5.578835003833687
113,2025-05-17,17:00:00,İsveç Lig 1,2127680,IFK Stocksund,IFK Haninge,3.0,2.0,3.0,2.0,,,113,5.589266499282352
57,2025-05-19,15:00:00,Etiyopya Premier Lig,2131263,Bahir Dar Kenema FC,Defence Force FC,,,,,,,57,5.620329171854617
109,2025-05-18,17:00:00,İsveç Lig 1,2129808,Hammarby Talang FF,Orebro Syri,,,,,,,109,5.625113332191627
531,2025-05-17,17:00:00,İsveç Lig 2,2127669,IFK Karlshamn,Torns,0.0,1.0,0.0,1.0,,,531,5.680070422098655
40,2025-05-18,21:00:00,"Arjantin Primera Nacional, A Grubu",2126893,T. Suarez,CA Atlanta,,,,,,,40,5.721354734676045
320,2025-05-17,16:00:00,Finlandiya Ykkonen,2127146,KPV Kokkola,Atlantis,3.0,0.0,3.0,0.0,,,320,5.725958435056965
676,2025-05-18,00:00:00,Arjantin Primera Nacional (2.Lig),2126908,Estudiantes R.C.,Chaco For Ever,0.0,0.0,0.0,0.0,,,676,5.728045041722351
254,2025-05-20,02:00:00,Arjantin Primera Nacional (2.Lig),2171400,Agropecuario Argenti,Gimnasia Y Esgrima J,,,,,,,254,5.7357214018813725
539,2025-05-17,23:05:00,Arjantin Primera Nacional (2.Lig),2126905,Deportivo Moron,Colon,,,,,,,539,5.747660393586246
552,2025-05-18,15:00:00,İsveç Lig 1,2129809,V Essinge,Team Tg,,,,,,,552,5.77408867268247
76,2025-05-17,14:00:00,İsveç Lig 1,2127679,Enkopings SK,IF Karlstad,3.0,4.0,3.0,4.0,,,76,5.779186794004846
785,2025-05-18,01:05:00,Arjantin Primera Nacional (2.Lig),2126903,Estudiantes Caseros,CA Temperley,,,,,,,785,5.801370527728771
56,2025-05-17,17:00:00,İsveç 2.Lig Kuzey Svealand,2127671,Falu FK,Korsnas IF FK,1.0,0.0,1.0,0.0,,,56,5.806453306451365
30,2025-05-17,08:00:00,Avustralya NPL Başkent (2.Lig),2126939,Queanbeyan City FC,Tuggeranong United,1.0,1.0,1.0,1.0,,,30,5.816983754489951
570,2025-05-16,20:00:00,"Mısır Premier Lig, Düşme Turu",2125652,G. El Mahallah,El Gouna,0.0,2.0,0.0,4.0,,,570,5.854476919418165
18,2025-05-17,14:00:00,İsveç Lig 1,2127675,Eskilsminne,Ariana FC,2.0,2.0,2.0,2.0,,,18,5.868321736237712
465,2025-05-18,09:30:00,Etiyopya Premier Lig,2129909,Welwalu Adigrat,Ethiopia Electricity,0.0,0.0,0.0,0.0,,,465,6.012229203881036
31,2025-05-16,20:30:00,Fransa Ulusal Ligi,2125671,Orleans,Nimes,1.0,0.0,3.0,0.0,,,31,6.019784049282832
555,2025-05-18,19:00:00,Estonya Premium Ligi,2129478,Nomme Kalju,Kuressaare,,,,,,,555,6.038410386848513
472,2025-05-18,03:30:00,El Salvador Primera Ligi - Play-Off,2172178,Municipal Li,CD Fas,1.0,0.0,1.0,0.0,,,472,6.053792199935509
386,2025-05-18,13:00:00,"Segunda RFEF, Yükselme Playoff",2164058,SD Eibar B,Sabadell,0.0,1.0,0.0,1.0,,,386,6.064107518835727
16,2025-05-18,21:00:00,"Ekvador Pro Lig, İlk Etap",2129457,Cuniburo FC,Indep. Valle,,,,,,,16,6.08429124878157
584,2025-05-16,22:30:00,Portekiz 2. Lig,2125772,Maritimo,Vizela,1.0,1.0,1.0,2.0,,,584,6.092823647538144
79,2025-05-18,18:00:00,Kazakistan Premier Ligi,2127385,Elimai FC,K. Almaty,,,,,,,79,6.095875654899794
208,2025-05-19,01:30:00,Şili Primera Ligi,2162504,Univ. Chile,Huachipato,,,,,,,208,6.117131680779807
735,2025-05-16,19:00:00,Gürcistan Erovnuli Ligi,2131229,D. Batumi,Dila Gori,0.0,1.0,0.0,3.0,,,735,6.187624746217242
682,2025-05-17,19:35:00,Arjantin Primera Nacional (2.Lig),2126902,CA Defensores De Bel,Almirante B.,,,,,,,682,6.18849739435996
268,2025-05-19,17:45:00,"Bulgar. Parva Ligi, Düşme Turu",2146195,CSKA 1948 Sofia,Krumovgrad,,,,,,,268,6.236032392475202
195,2025-05-18,21:30:00,"Arjantin Primera Nacional, A Grubu",2126895,CD Maipu,A. Sarandi,,,,,,,195,6.255069943653706
623,2025-05-17,14:00:00,Kazakistan Premier Ligi,2127386,Okzhetpes K,Aktobe Lento,1.0,3.0,1.0,3.0,,,623,6.26183679122987
655,2025-05-16,21:00:00,Suudi Profesyonel Ligi,2162466,Al Nassr,Al Taawoun,0.0,0.0,1.0,1.0,,,655,6.2715069959300855
322,2025-05-16,20:00:00,Gürcistan Erovnuli Ligi,2173707,FC Gagra,D. Tiflis,1.0,1.0,1.0,1.0,,,322,6.284027371041599
580,2025-05-18,23:00:00,"Arjantin Primera Nacional, A Grubu",2126892,Gimnasia Y Tiro,Colegiales,,,,,,,580,6.286342338753116
97,2025-05-16,18:30:00,Cezayir 1. Lig,2157672,MC Oran,MC Magra,2.0,1.0,2.0,1.0,,,97,6.348952669535347
346,2025-05-18,15:30:00,Polonya 1. Lig,2127485,Arka Gdynia,GKS Tychy,,,,,,,346,6.383470842731249
681,2025-05-16,20:00:00,Danimarka 1.Ligi - Düşme Grubu,2127121,Vendsyssel,Hobro IK,2.0,0.0,2.0,0.0,,,681,6.447891128113129
84,2025-05-18,16:00:00,Kazakistan Premier Ligi,2127381,K Kyzylorda,FK Arys,,,,,,,84,6.474720071169099
342,2025-05-17,10:00:00,Avustralya NPL Batı (2.Lig),2126927,Olympic Kingsway SC,Balcatta,3.0,3.0,3.0,3.0,,,342,6.534714989959393
764,2025-05-17,18:00:00,Etiyopya Premier Lig,2127866,Dire Dawa Kenema,Arba Minch Kenema,1.0,0.0,1.0,0.0,,,764,6.641551023669095
698,2025-05-19,02:00:00,El Salvador Primera Ligi - Play-Off,2172179,Alianza,CD Fuerte San Franci,,,,,,,698,6.645148606314233
159,2025-05-17,19:30:00,Sırbistan Superliga - Şampiyonluk Turu,2127613,Mladost Lucani,Partizan,0.0,4.0,0.0,4.0,,,159,6.692525681684009
739,2025-05-18,23:00:00,Paraguay Primera Ligi,2157815,Club 2 De Mayo De Pe,Olimpia,,,,,,,739,6.703700470635603
371,2025-05-18,04:10:00,"Kolombiya Primera A, Açılış",2129417,Boyaca Chico FC,Alianza FC Valledupa,2.0,1.0,2.0,1.0,,,371,6.710491785256875
153,2025-05-17,08:00:00,Japonya J3 (3.Lig),2127374,Nara Club,Tochigi,0.0,0.0,0.0,0.0,,,153,6.726105857031987
83,2025-05-16,18:00:00,Faroe Adaları Premier Ligi,2125658,B68 Toftir,B36 Torshavn,2.0,1.0,2.0,1.0,,,83,6.771255422741044
683,2025-05-18,09:00:00,Avustralya NPL Queensland (2.Lig),2129244,Gold Coast Utd.,Queensland,4.0,2.0,4.0,2.0,,,683,6.790390268607542
606,2025-05-17,08:00:00,Avustralya NPL Güney (2.Lig),2126945,Croydon Kings,NE Metrostars,0.0,1.0,0.0,1.0,,,606,6.803741617668914
402,2025-05-16,21:30:00,Polonya 1. Lig,2127487,Wisla Krakow,S. Stalowa,2.0,0.0,5.0,0.0,,,402,6.810381780781458
405,2025-05-17,23:45:00,"Kolombiya Primera A, Açılış",2129423,D. La Equidad,A. Bucaraman,0.0,4.0,1.0,4.0,,,405,6.8393420736208235
37,2025-05-16,20:00:00,Danimarka 1.Ligi - Düşme Grubu,2127119,HB Koege,B93 Kopenhag,1.0,1.0,2.0,1.0,,,37,6.844822861111893
158,2025-05-16,19:00:00,Avusturya 2.Ligi,2125594,ASK Voitsberg,Team für Wien,0.0,0.0,0.0,0.0,,,158,6.8835528617132
510,2025-05-18,16:00:00,Rusya Ulusal Ligi,2127594,Tyumen,Ural,,,,,,,510,6.942960463663897
133,2025-05-18,19:30:00,Arjantin Primera Nacional (2.Lig),2126901,San Telmo,Gimnasia Y,,,,,,,133,6.976553590419842
566,2025-05-16,21:30:00,İzlanda Lig 1,2125705,Fjölnir,F. Reykjavik,1.0,1.0,1.0,1.0,,,566,6.988418991445776
205,2025-05-17,22:00:00,Bolivya Profesyonel Ligi,2129268,Cdt Real Oruro,Always Ready,2.0,2.0,2.0,2.0,,,205,6.98909150033107
470,2025-05-17,13:00:00,Ukrayna Premier Lig,2127733,Kolos,Karpaty Lviv,2.0,1.0,2.0,1.0,,,470,7.041462916184392
594,2025-05-17,17:00:00,İsviçre Yükselme 1.Ligi,2127717,SC Cham,Rapperswil,0.0,2.0,0.0,2.0,,,594,7.051467932281901
407,2025-05-18,18:00:00,Etiyopya Premier Lig,2129911,Fasil Ketema FC,Ethiopia Nigd Bank,,,,,,,407,7.072283930951868
463,2025-05-16,17:00:00,Gürcistan Erovnuli Ligi,2131231,Kolkheti Poti,Iberia,1.0,1.0,2.0,2.0,,,463,7.077796267200688
85,2025-05-17,19:00:00,Rusya Ulusal Ligi,2127600,Chayka Pesch,Rotor,1.0,0.0,1.0,0.0,,,85,7.110323480686376
269,2025-05-19,04:15:00,"Kolombiya Primera A, Açılış",2129422,U. Magdalena,America Cali,,,,,,,269,7.1669589087701615
235,2025-05-17,12:00:00,Avustralya NPL Queensland (2.Lig),2126924,Suburbs Bri.,Gold Coast K,,,,,,,235,7.173151329785258
461,2025-05-20,02:00:00,"Kolombiya Primera A, Açılış",2129416,Llaneros FC,Deportes Tol,,,,,,,461,7.174510436259745
726,2025-05-16,20:00:00,İsveç 2.Lig Batı Gotaland,2125801,Hestrafors IF,Tvaakers,3.0,1.0,3.0,1.0,,,726,7.180675455693567
312,2025-05-18,15:00:00,"Danimarka Süper Lig, Düşme Turu",2129453,Viborg,Vejle,,,,,,,312,7.2293913990044825
479,2025-05-17,03:00:00,Şili Primera Ligi,2129401,Dep. Calera,Coquimbo Unido,0.0,1.0,0.0,1.0,,,479,7.2550878699020585
77,2025-05-16,16:00:00,Paraguay Intermedia Ligi (2.Lig),2157733,Club Fernando De La ,Pastoreo FC,1.0,1.0,1.0,1.0,,,77,7.262671684717683
384,2025-05-16,20:00:00,Litvanya 1. Ligi,2125744,Dfk Dainava ,Suduva,0.0,1.0,0.0,3.0,,,384,7.282060148062495
548,2025-05-18,15:00:00,Etiyopya Premier Lig,2129910,Ethiopian Coffee SC,Adama City FC,,,,,,,548,7.284449189883887
264,2025-05-16,19:00:00,Norveç Lig 2,2125766,Jerv,Arendal,0.0,0.0,1.0,1.0,,,264,7.302218840872956
359,2025-05-18,08:00:00,Avustralya NPL Başkent (2.Lig),2129251,Gungahlin United FC,O Connor Knights,2.0,1.0,2.0,1.0,,,359,7.329931786858593
194,2025-05-18,21:30:00,"Arjantin Primera Nacional, A Grubu",2126894,Deportivo Madryn,All Boys,,,,,,,194,7.331432329361022
42,2025-05-19,18:00:00,Rusya Ulusal Ligi,2127597,Neftekhimik,Chernomorets,,,,,,,42,7.3537609425381785
65,2025-05-18,21:45:00,İtalya Serie A,2129623,Monza,Empoli,,,,,,,65,7.378983669855896
503,2025-05-19,01:00:00,ABD USL Lig 2 (4.Lig),2129848,Seacoast Utd,Connectic,,,,,,,503,7.411814892453805
365,2025-05-17,13:00:00,Ukrayna Premier Lig,2127736,Zorya Luhansk,Polissya,0.0,1.0,0.0,1.0,,,365,7.436914682850676
699,2025-05-16,19:15:00,Faroe Adaları Premier Ligi,2125659,HB Torshavn,Klaksvik,1.0,1.0,1.0,1.0,,,699,7.444722963280769
663,2025-05-18,22:00:00,"Kolombiya Primera A, Açılış",2129419,R. Aguilas,Atl Nacional,,,,,,,663,7.44821455115251
263,2025-05-18,15:30:00,Hollanda Eredivisie,2129583,Waalwijk,Go Ahead,,,,,,,263,7.451603854204811
740,2025-05-16,20:00:00,Norveç Lig 3,2125767,Fk Kvik Trondheim,Trygg/Lade,2.0,2.0,2.0,2.0,,,740,7.485793211143359
255,2025-05-19,20:15:00,"Bulgar. Parva Ligi, Düşme Turu",2144765,Slavya Sofya,Loko Plovdiv,,,,,,,255,7.629036636430579
71,2025-05-16,15:15:00,Vietnam V-Ligi,2125835,Hai Phong,Thanh Hoa,2.0,0.0,2.0,1.0,,,71,7.852916655612742
597,2025-05-19,19:00:00,Letonya Virsliga,2131240,Riga,Liepaja,,,,,,,597,7.86049616754566
553,2025-05-16,19:00:00,Bahreyn Premier Ligi,2150493,Al Khalidiyah,Al Najma,2.0,0.0,2.0,1.0,,,553,8.005479373529107
202,2025-05-17,21:30:00,Arjantin Primera Nacional (2.Lig),2126906,Talleres de,Mitre Santia,,,,,,,202,8.259709437988723
593,2025-05-17,15:00:00,Etiyopya Premier Lig,2127865,Mekelle 70 Enderta F,Ethiopian Insurance,0.0,1.0,0.0,1.0,,,593,8.343086958674228
603,2025-05-16,20:00:00,Danimarka Süper Lig Şampiyonluk Turu,2125640,Nordsjælland,Aarhus,1.0,0.0,2.0,0.0,,,603,8.410017835890718
417,2025-05-16,21:00:00,Polonya Lig 2,2127473,Z. Sosnowiec,Wisla Pulawy,1.0,4.0,1.0,4.0,,,417,8.476726962690257
358,2025-05-17,22:00:00,"Ekvador Pro Lig, İlk Etap",2127126,SD Aucas,Manta FC,0.0,0.0,1.0,1.0,,,358,8.509770854729286
385,2025-05-18,16:30:00,Tunus Kupası,2158665,Esperance T.,ES Zarzis,,,,,,,385,8.691950298983537
395,2025-05-17,04:15:00,"Kolombiya Primera A, Açılış",2129418,Millonarios,Envigado,1.0,0.0,1.0,0.0,,,395,8.902168275201273
480,2025-05-18,21:00:00,U20 Afrika Uluslar Kupası,2174500,Güney Afrika U20,Fas U20,,,,,,,480,8.910269356197936
554,2025-05-16,19:15:00,Macaristan 1. Ligi,2127318,Kecskemeti TE,Puskas Akad.,0.0,0.0,0.0,1.0,,,554,8.922325929935534
697,2025-05-17,16:45:00,"Lübnan Premier Lig, Şamp. Turu",2163999,Al Hikma,AL Ansar SC,0.0,2.0,0.0,2.0,,,697,9.265160549067673
535,2025-05-16,15:00:00,Etiyopya Premier Lig,2125843,Sidama Bunna,Wolaita Dicha,1.0,0.0,1.0,0.0,,,535,9.29462748043191
435,2025-05-17,14:30:00,Almanya 3. Lig,2127167,Osnabruck,Verl,0.0,3.0,0.0,3.0,,,435,9.335196837774767
189,2025-05-18,23:30:00,Peru Primera Ligi,2148039,Juan Pablo II,U. Deportes,,,,,,,189,9.343388036467287
626,2025-05-18,15:30:00,Hollanda Eredivisie,2129585,F. Sittard,Utrecht,,,,,,,626,9.687161606993042
498,2025-05-18,16:00:00,"Lübnan Premier Lig, Şamp. Turu",2164071,Safa SC,AL Tadamon Sour,,,,,,,498,9.796514686356572
589,2025-05-18,15:30:00,Hollanda Eredivisie,2129587,Ajax,Twente,,,,,,,589,9.916723249138295
706,2025-05-18,15:30:00,Polonya Lig 2,2127478,Rekord B-B,OKS Swit Skolwin Szc,,,,,,,706,9.960501995381557
245,2025-05-18,18:00:00,Çekya 1. Lig Şamp. Turu,2143663,Sigma Olomouc,V. Plzen,,,,,,,245,10.018986974739512
135,2025-05-18,02:30:00,ABD USL Championship,2127797,Charleston,San Antonio,2.0,0.0,4.0,0.0,,,135,10.055610374313433
688,2025-05-17,04:00:00,ABD USL Championship,2127801,El Paso Loc.,Indy Eleven,3.0,1.0,3.0,1.0,,,688,10.107759395632646
724,2025-05-18,18:00:00,Sırbistan Superliga - Düşme Turu,2127609,Jedinstvo UB,IMT Beograd,,,,,,,724,10.125714789583993
401,2025-05-18,15:00:00,İsveç 2.Lig Batı Gotaland,2129812,BK Astrio,Bergdalens IK,,,,,,,401,10.192276487615512
211,2025-05-17,14:30:00,Almanya 3. Lig,2127164,A.Bielefeld,Mannheim 07,1.0,0.0,1.0,0.0,,,211,10.259166632821596
46,2025-05-16,19:00:00,Avusturya 2.Ligi,2125596,First Vienna,Amstetten,0.0,2.0,1.0,3.0,,,46,10.458197741484906
633,2025-05-16,17:00:00,Faroe Adaları Premier Ligi,2125656,EB/Streymur,Vikingur Gota,1.0,2.0,1.0,2.0,,,633,10.58608992971437
181,2025-05-18,15:30:00,Hollanda Eredivisie,2129584,Zwolle,Groningen,,,,,,,181,10.636526688726917
61,2025-05-18,17:45:00,Macaristan 1. Ligi,2127313,Debreceni VSC,Paksi,,,,,,,61,10.639830825722747
307,2025-05-16,19:00:00,Norveç Eliteserien,2125755,Brann,Sarpsborg,1.0,1.0,2.0,2.0,,,307,10.6855182373154
271,2025-05-16,14:45:00,Singapur Premier Ligi,2125786,Albirex Niigata,Tanjong Pagar,2.0,1.0,5.0,1.0,,,271,10.690467716615583
793,2025-05-16,20:30:00,Fransa Ulusal Ligi,2125665,Aubagne FC,Valenciennes,0.0,1.0,0.0,3.0,,,793,10.69565332272882
459,2025-05-17,09:00:00,Avustralya NPL NSW (2.Lig),2126943,Sutherland Sharks,Marconi Stal,0.0,2.0,0.0,2.0,,,459,10.827511256055107
331,2025-05-18,17:00:00,İskoçya Premiership Düşme Turu,2137509,Ross County,Motherwell,,,,,,,331,10.912456185479051
791,2025-05-17,19:30:00,Sırbistan Superliga - Şampiyonluk Turu,2127611,Novi Pazar,Kızıl Yıldız,3.0,3.0,3.0,3.0,,,791,11.024323108472466
388,2025-05-18,15:30:00,Ukrayna Premier Lig,2127737,Lnz Lebedyn,Vorskla P.,,,,,,,388,11.17204994618266
214,2025-05-18,02:30:00,ABD USL Championship,2127798,Tampa Bay,Rhode Island FC,0.0,1.0,0.0,3.0,,,214,11.482373448028941
578,2025-05-17,14:30:00,Almanya 3. Lig,2127171,Stuttgart II,Weiss Essen,1.0,1.0,1.0,1.0,,,578,11.585219031162076
560,2025-05-16,19:00:00,Norveç 1.Ligi,2125761,Sogndal,Asane,0.0,0.0,2.0,0.0,,,560,11.64188129126904
3,2025-05-17,17:00:00,İsveç Lig 2,2127693,FBK Karlstad,IF Haga,3.0,0.0,3.0,0.0,,,3,11.734214929001428
82,2025-05-17,14:45:00,Macaristan 1. Ligi,2127314,Zalaegerszeg,ETO Gyor,0.0,0.0,0.0,0.0,,,82,11.750221274512239
236,2025-05-19,20:00:00,Polonya Ekstraklasa,2127498,Widzew Lodz,Puszcza,,,,,,,236,11.769834323387904
168,2025-05-19,02:00:00,ABD USL Championship,2129886,Lexington SC,Tulsa Roughnecks,,,,,,,168,11.795397407463643
188,2025-05-20,04:00:00,Peru Primera Ligi,2148038,Alianza Lima,Alianza Un,,,,,,,188,11.821010955074865
104,2025-05-19,00:15:00,Bolivya Profesyonel Ligi,2129272,Bolivar,GV Club Deportivo Sa,,,,,,,104,12.107877600967063
541,2025-05-18,14:00:00,Kazakistan Premier Ligi,2127384,Ulytau FC,Astana,0.0,0.0,0.0,2.0,,,541,12.484270102813381
70,2025-05-16,21:45:00,İrlanda 1.Ligi,2125722,Bray Wand,Athlone Town,2.0,0.0,3.0,1.0,,,70,12.503131607721325
695,2025-05-18,14:30:00,İngiltere Konferans Ligi - Play-Off,2161354,Boreham Wood,Maidstone Utd.,,,,,,,695,12.566530945332527
473,2025-05-17,14:00:00,2.Lig Kuzey Norrland,2139731,Kiruna FF,Pitea,1.0,1.0,1.0,1.0,,,473,12.646153565412686
253,2025-05-16,20:30:00,Fransa Ulusal Ligi,2125669,Quevilly,Sochaux,1.0,0.0,1.0,0.0,,,253,12.773030180814576
468,2025-05-16,20:05:00,Polonya Lig 2,2127475,Resovia,Jastrzebie,0.0,1.0,0.0,1.0,,,468,13.176869886281796
280,2025-05-17,16:00:00,Finlandiya Ykkonen,2127145,Mikkeli,KuPS Akatemia,3.0,0.0,3.0,0.0,,,280,13.229992441418856
677,2025-05-17,21:00:00,"Serie C, Düşme Playoff",2154541,Lucchese,Sestri Levante,1.0,0.0,1.0,0.0,,,677,13.275737267662388
207,2025-05-17,15:00:00,Danimarka 1.Ligi - Yükselme Grubu,2127124,Horsens,Fredericia,0.0,3.0,0.0,3.0,,,207,13.345725907570557
58,2025-05-19,00:00:00,ABD USL Championship,2129889,Birmingham Legion,Detroit City,,,,,,,58,13.385540706299466
55,2025-05-17,14:30:00,Almanya 3. Lig,2127169,Wehen,A. Aachen,2.0,1.0,2.0,1.0,,,55,13.446798875568861
73,2025-05-18,17:00:00,İskoçya Premiership Düşme Turu,2137511,Kilmarnock,Hearts,,,,,,,73,13.619592504917316
415,2025-05-18,15:00:00,İspanya La Liga 2,2129781,Racing Ferrol,Cadiz,,,,,,,415,13.684447376492775
537,2025-05-16,18:00:00,Romanya 1. Ligi,2127560,Otelul Galati,Farul Cons.,0.0,0.0,0.0,0.0,,,537,13.687476027376269
433,2025-05-18,15:30:00,Ukrayna Premier Lig,2127734,FC Ingulets,Shakhtar D.,,,,,,,433,13.840924824591744
186,2025-05-18,18:00:00,Çekya 1. Lig Şamp. Turu,2143662,Banik Ostrava,Sparta Prag,,,,,,,186,13.853754003879237
612,2025-05-17,18:00:00,Slovakya Superliga Şampiyonluk Turu,2127631,Zilina,DAC Streda,0.0,1.0,0.0,1.0,,,612,14.212920178485488
689,2025-05-17,20:15:00,Hırvatistan 1. HNL,2127053,L. Zagreb,D. Zagreb,1.0,1.0,1.0,1.0,,,689,14.252087566388301
564,2025-05-16,19:00:00,Norveç 1.Ligi,2125760,IK Start,Egersunds,0.0,1.0,2.0,1.0,,,564,14.309364066931835
179,2025-05-18,15:15:00,Vietnam V-Ligi,2129896,Ha Noi,TP HO Chi Minh,,,,,,,179,14.434372172006652
452,2025-05-16,21:45:00,İrlanda 1.Ligi,2125723,Kerry FC,Wexford,1.0,0.0,1.0,1.0,,,452,14.525174697744601
213,2025-05-16,21:15:00,İsviçre Challenge Ligi,2125809,Etoile Carouge,Aarau,1.0,1.0,1.0,3.0,,,213,14.560343402543776
496,2025-05-18,19:10:00,Galler Premier Ligi - Avr. Ligi Play-Out,2169239,Haverfordwest C.,Caernarfon,,,,,,,496,14.635781496045917
615,2025-05-17,08:00:00,Japonya J. Lig 2,2127367,Sapporo,Kat. Toyama,2.0,1.0,2.0,1.0,,,615,14.805951506066739
310,2025-05-16,19:00:00,Polonya Ekstraklasa,2127490,Stal Mielec,Radomiak R.,1.0,1.0,2.0,2.0,,,310,14.830529322987767
596,2025-05-18,15:15:00,İsveç Allsvenskan,2129799,AIK,Hammarby,,,,,,,596,14.888435109171144
653,2025-05-17,15:00:00,Polonya Lig 2,2127477,Zaglebie II Lubin,P. Bielsko,1.0,4.0,1.0,4.0,,,653,15.117562634234396
485,2025-05-18,21:15:00,Slovenya 1. SNL,2127650,Koper,Maribor,,,,,,,485,15.161474202728442
659,2025-05-18,14:00:00,Vietnam V-Ligi,2129897,Nam Dinh FC,Hoang Anh,4.0,1.0,6.0,1.0,,,659,15.183843386968928
787,2025-05-18,15:30:00,Hollanda Eredivisie,2129588,AZ Alkmaar,Almere City,,,,,,,787,15.2987744607207
238,2025-05-17,14:30:00,Almanya 3. Lig,2127162,E. Cottbus,Ingolstadt,1.0,4.0,1.0,4.0,,,238,15.324252020898117
620,2025-05-16,20:00:00,Danimarka 2.Ligi - Düşme Grubu,2141853,Frem,Hellerup,2.0,0.0,3.0,0.0,,,620,15.333072099223951
696,2025-05-17,15:00:00,Danimarka 1.Ligi - Yükselme Grubu,2127122,Kolding,Odense,1.0,1.0,1.0,1.0,,,696,15.346758615421043
376,2025-05-17,10:30:00,Güney Kore Lig 2,2127662,Bucheon,Hwaseong,1.0,0.0,1.0,0.0,,,376,15.483006813923453
642,2025-05-17,02:00:00,ABD USL Championship,2125830,North Carolina,Oakland Roots SC,2.0,0.0,4.0,2.0,,,642,15.544719360606033
374,2025-05-16,19:00:00,Avusturya 2.Ligi,2125592,SV Horn,Kapfenberg,0.0,0.0,3.0,1.0,,,374,15.599900640709224
527,2025-05-18,14:00:00,Danimarka 2.Ligi - Düşme Grubu,2141881,Thisted,Helsingoer,0.0,0.0,1.0,2.0,,,527,15.718431855627331
102,2025-05-18,15:30:00,Ukrayna Premier Lig,2127731,FC Levy Bereg Kiev,Rukh Vinnyky,,,,,,,102,15.72186693748551
577,2025-05-16,21:30:00,İskoçya Lig 1 - Play-Off,2168308,Annan Athl.,East Fife,1.0,1.0,1.0,1.0,,,577,15.837777621876121
562,2025-05-18,15:30:00,Hollanda Eredivisie,2129589,Heracles,NEC Nijmegen,,,,,,,562,15.991988619305607
757,2025-05-16,19:00:00,Bahreyn Premier Ligi,2150502,Sitra Club,Al Bahrain,0.0,0.0,2.0,0.0,,,757,16.080435317490632
668,2025-05-18,18:00:00,İngiltere Konferans Ligi - Play-Off,2161353,Scunthorpe,Chester,,,,,,,668,16.126729364629398
89,2025-05-18,15:00:00,Danimarka 2. Lig Yük. Grb.,2141886,Fremad Amage,Middelfart,,,,,,,89,16.232889453205804
72,2025-05-18,19:15:00,İtalya Serie C - Yükselme Turu,2173703,Atalanta U23,Cerignola,,,,,,,72,16.29204100166704
440,2025-05-17,08:00:00,Japonya J. Lig 2,2127364,Iwata Jubilo,Iwaki FC,2.0,0.0,2.0,0.0,,,440,16.311266045282938
585,2025-05-18,15:30:00,Ukrayna Premier Lig,2127738,Oleksandriya,Veres Rivne,,,,,,,585,16.38117517151929
436,2025-05-17,21:30:00,İtalya Serie C Süper Kupası,2160405,Padova,V. Entella,0.0,0.0,0.0,1.0,,,436,16.52562555548201
457,2025-05-18,16:00:00,Slovenya 1. SNL,2127648,Domzale,NK Bravo,,,,,,,457,16.616473753477305
686,2025-05-18,14:00:00,İskoçya Premier Lig Kdn.Şmp.T.,2129708,Glasgow City (K),Heart of Midlothian ,2.0,0.0,2.0,0.0,,,686,16.647786639670755
493,2025-05-18,10:30:00,Güney Kore Lig 2,2129742,Jeonnam Dragons,Cheongju FC,1.0,0.0,4.0,1.0,,,493,16.851483614210352
466,2025-05-18,20:30:00,Polonya Lig 2,2127480,Chojniczanka,Wieczysta Krakow,,,,,,,466,16.9282544876901
363,2025-05-17,19:00:00,Bahreyn Premier Ligi,2150496,Al Rifaa,Al-Shabbab,1.0,3.0,1.0,3.0,,,363,17.070087873236037
542,2025-05-16,14:35:00,Çin Süper Ligi,2125626,Zhejiang,Henan Jianye,2.0,1.0,2.0,2.0,,,542,17.151049530568095
237,2025-05-16,21:45:00,İrlanda 1.Ligi,2125720,Treaty United,UCD,1.0,0.0,4.0,0.0,,,237,17.180142607091483
518,2025-05-16,19:00:00,Avusturya 2.Ligi,2125590,SV Stripfing,Aus Lustenau,1.0,0.0,2.0,0.0,,,518,17.276845776935097
445,2025-05-18,15:30:00,Hollanda Eredivisie,2129590,Heerenveen,Feyenoord,,,,,,,445,17.316907922605584
100,2025-05-18,14:00:00,Rusya Premier Ligi,2129698,Akhmat G.,D. Makhachkala,0.0,1.0,1.0,1.0,,,100,17.419977037872354
