train_index,match_date,match_time,tournament,match_id,homeTeam,awayTeam,firstHalfHomeGoal,firstHalfAwayGoal,totalHomeGoal,totalAwayGoal,homeCorner,awayCorner,index,distance
582,2025-05-18,08:00:00,Avustralya NPL Başkent (2.Lig),2129252,Canberra FC,Monaro Panthers,3.0,0.0,3.0,0.0,,,582,2.3543576618687307
484,2025-05-16,18:30:00,Cezayir 1. Lig,2157669,Olympique Akbou,USM Khenchela,1.0,0.0,2.0,1.0,,,484,2.393720952826373
299,2025-05-17,17:00:00,Portekiz 3. Lig Yükselme Turu,2127500,Belenenses,Lusitania,1.0,1.0,1.0,1.0,,,299,2.4026859969625662
345,2025-05-18,16:00:00,İsveç Lig 2,2129802,IFK Trelleborg,Osterlen,,,,,,,345,2.4079451821002906
146,2025-05-16,20:00:00,İsveç Lig 2,2125794,Vaxjo Norra,Solvesborgs GoIF,2.0,1.0,2.0,1.0,,,146,2.4331872102244825
506,2025-05-18,17:00:00,İngiltere Premier Lig,2129464,Leicester,Ipswich T.,,,,,,,506,2.440061474635424
583,2025-05-17,15:00:00,Danimarka 3.Ligi - Yükselme Turu,2143672,Brabrand,VSK Aarhus,1.0,1.0,1.0,1.0,,,583,2.4438085031360375
165,2025-05-20,01:30:00,Peru Primera Ligi,2148040,Dep. Binacional,Cienciano,,,,,,,165,2.4445040396775783
288,2025-05-17,08:00:00,Japonya J3 (3.Lig),2127376,Thespakusatsu,Kochi Utd.,2.0,2.0,2.0,2.0,,,288,2.470769111025958
637,2025-05-17,14:00:00,Danimarka 3.Ligi - Düşme Turu,2143669,Avarta,Holstebro BK,2.0,5.0,2.0,5.0,,,637,2.4755807399476994
450,2025-05-17,23:30:00,Peru Primera Ligi,2147959,S. Cristal,ADT de Tarma,1.0,1.0,2.0,1.0,,,450,2.484592521923866
536,2025-05-17,08:00:00,Güney Kore K-Lig 3,2127668,Siheung Citizen,Yangpyeong,0.0,0.0,0.0,0.0,,,536,2.496116984438029
303,2025-05-19,22:15:00,İzlanda Urvalsdeild,2131235,Breidablik K.,V. Reykjavik,,,,,,,303,2.5052544780919965
690,2025-05-17,07:00:00,Avustralya NPL NNSW (2.Lig),2126922,Adamstown Rosebud FC,Belmont Swansea Unit,,,,,,,690,2.5102191139420476
222,2025-05-17,08:00:00,Japonya J3 (3.Lig),2127373,Tochigi City,Gifu,1.0,0.0,1.0,0.0,,,222,2.515432368401106
772,2025-05-17,15:00:00,Danimarka 3.Ligi - Yükselme Turu,2143673,Naesby,Bronshoj,2.0,1.0,2.0,1.0,,,772,2.516286947071021
654,2025-05-18,21:15:00,Peru Primera Ligi,2148037,Huancayo,Sport Boys,,,,,,,654,2.5253910588263353
157,2025-05-16,21:15:00,İsviçre Challenge Ligi,2125810,Wil 1900,Stade Ouchy,0.0,1.0,0.0,2.0,,,157,2.5625182926176353
176,2025-05-17,03:30:00,Venezuela Primera Lig Açılış Ana Tur,2157746,Portuguesa,Academia Anzoategui ,0.0,0.0,0.0,0.0,,,176,2.57270285886264
340,2025-05-17,18:00:00,Çekya 1. Lig Düşme Turu,2143667,Pardubice,M. Boleslav,2.0,1.0,2.0,1.0,,,340,2.609061133818064
500,2025-05-18,23:00:00,ABD USL Lig 2 (4.Lig),2127773,San Fran,Monterey Bay FC Usl ,,,,,,,500,2.612795437840475
568,2025-05-17,17:00:00,Portekiz 3. Lig Yükselme Turu,2127501,Varzim,AD Fafe,5.0,3.0,5.0,3.0,,,568,2.634843448859913
494,2025-05-17,17:00:00,İsveç Lig 2,2127695,Lidkopings,Grebbestads,2.0,1.0,2.0,1.0,,,494,2.638920233731971
526,2025-05-18,10:00:00,Avustralya NPL Victoria (2.Lig),2129249,S. Melbourne,Melb. Sharks,0.0,2.0,0.0,2.0,,,526,2.643463636973279
212,2025-05-18,00:30:00,"Ekvador Pro Lig, İlk Etap",2127125,Mushuc Runa,Orense SC,2.0,2.0,2.0,5.0,,,212,2.6559932228829197
375,2025-05-17,10:30:00,Avustralya NPL NSW (2.Lig),2126941,NWS Spirit,Druitt Tw Rg,5.0,0.0,5.0,0.0,,,375,2.683859161729617
731,2025-05-18,04:00:00,Meksika Liga de Expa. MX Kapanış,2169908,Tampico Madero,Leones Negros,2.0,1.0,2.0,1.0,,,731,2.6920438332241177
147,2025-05-17,22:00:00,Şili Primera Ligi,2129404,Cobresal,Audax Ital.,0.0,1.0,0.0,1.0,,,147,2.704459280521709
750,2025-05-18,16:00:00,Letonya Lig 1,2129646,FK Rfs II,Jfk Ventspils,,,,,,,750,2.7121578125175536
45,2025-05-17,14:00:00,Vietnam V-Ligi,2127811,SHB Da Nang,Quang Nam FC,1.0,0.0,1.0,0.0,,,45,2.7142402251827304
182,2025-05-16,17:00:00,Faroe Adaları Premier Ligi,2125657,07 Vestur Sorvagur,TB Tvoeroyri,5.0,0.0,5.0,0.0,,,182,2.716321041408765
38,2025-05-18,17:00:00,İsveç Lig 1,2129807,Assyriska FF,Eskilstuna,,,,,,,38,2.749727259202265
169,2025-05-17,13:00:00,Portekiz 3. Lig Yükselme Turu,2127499,Atletico CP,1 Dezembro,1.0,2.0,1.0,2.0,,,169,2.7587315925983087
337,2025-05-16,19:30:00,Norveç Lig 3,2125758,Orn Horten,Fram Larvik,1.0,1.0,1.0,1.0,,,337,2.773643812748854
717,2025-05-17,17:00:00,İsveç 2.Lig Batı Gotaland,2127685,Varbergs Gif FK,Landvetter IS,2.0,1.0,2.0,1.0,,,717,2.7778228885225924
720,2025-05-18,13:00:00,"Segunda RFEF, Yükselme Playoff",2164049,CP Cacereno,Real Avila CF,2.0,0.0,2.0,0.0,,,720,2.7835409104232682
569,2025-05-17,13:00:00,Portekiz 2. Lig,2125775,Porto B,SL Benfica B,1.0,4.0,1.0,4.0,,,569,2.7936177261751474
710,2025-05-19,20:00:00,Polonya 1. Lig,2127488,C. Glogow,Ruch Chorzow,,,,,,,710,2.8009462686742133
221,2025-05-18,00:30:00,Bolivya Profesyonel Ligi,2129270,J. Wilsterman,Univ. de Vinto,0.0,2.0,0.0,2.0,,,221,2.8092169727523713
190,2025-05-16,20:00:00,İsveç Lig 1,2129806,IFK Skovde FK,Husqvarna,2.0,0.0,5.0,0.0,,,190,2.8439409276565506
722,2025-05-17,21:00:00,Macaristan 1. Ligi,2127317,Diosgyör,MTK Budapeşte,2.0,1.0,2.0,1.0,,,722,2.848280182847186
230,2025-05-17,10:00:00,Avustralya NPL Batı (2.Lig),2126931,Western Knights SC,Fremantle City,3.0,2.0,3.0,2.0,,,230,2.851771379336008
652,2025-05-16,20:30:00,İsveç Lig 2,2125805,IFK Kumla FK,IK Tord,3.0,1.0,3.0,1.0,,,652,2.851964235399876
775,2025-05-16,16:00:00,U23 Revelacao Kupası,2168305,Torreense U23,Farense U23,1.0,0.0,1.0,0.0,,,775,2.857498906386492
369,2025-05-17,18:00:00,Çekya 1. Lig Düşme Turu,2143666,Dinamo Bud.,Teplice,0.0,3.0,0.0,3.0,,,369,2.870853531617383
630,2025-05-18,18:00:00,İsveç 2.Lig Batı Gotaland,2129811,Qviding F,Lindome,,,,,,,630,2.873951982897418
660,2025-05-18,16:00:00,Litvanya 1. Ligi,2129655,Siauliai,Ban Gargzdai,,,,,,,660,2.9321152774063988
304,2025-05-19,20:00:00,2.Lig Kuzey Norrland,2139725,Bodens Bk,Luleaa,,,,,,,304,2.9349787052038385
635,2025-05-17,11:00:00,Avustralya Victoria NPL 2,2126934,Caroline Springs Geo,Langwarrin SC,5.0,1.0,5.0,1.0,,,635,2.9506609429075374
361,2025-05-18,00:30:00,Şili Primera Ligi,2129400,O'Higgins,U. Catolica,1.0,0.0,2.0,0.0,,,361,2.9508134471701184
625,2025-05-17,17:00:00,İsveç Lig 1,2127677,Hassleholms,Torslanda,2.0,0.0,2.0,0.0,,,625,2.9860341592151953
614,2025-05-18,17:00:00,Rusya Ulusal Ligi,2127596,Shinnik,Sokol,,,,,,,614,2.9894313840595172
759,2025-05-17,21:00:00,Uruguay Primera Ligi,2164067,CA River Plate,Montevideo,0.0,1.0,0.0,1.0,,,759,3.0113452143518846
9,2025-05-18,18:00:00,Macaristan NB II,2129599,Bvsc-Zuglo,FC Ajka,,,,,,,9,3.0303630145578273
420,2025-05-18,15:00:00,Rusya Ulusal Ligi,2127599,Ufa,Arsenal Tula,,,,,,,420,3.0381408788928796
334,2025-05-18,13:00:00,"Segunda RFEF, Yükselme Playoff",2164055,Talavera R,Utebo FC,,,,,,,334,3.048409421321224
329,2025-05-18,16:00:00,Kazakistan Premier Ligi,2127382,Tobol,Ordabasy,,,,,,,329,3.059379021958541
437,2025-05-19,01:00:00,"Ekvador Pro Lig, İlk Etap",2129459,Barcelona SC,CS Emelec,,,,,,,437,3.061764197321537
656,2025-05-20,03:30:00,Şili Primera Ligi,2129402,D. La Serena,Dep. Iquique,,,,,,,656,3.081606723772519
707,2025-05-18,14:30:00,Estonya Premium Ligi,2129479,Flora T.,Levadia Tall.,,,,,,,707,3.093218388668993
150,2025-05-18,20:00:00,Macaristan NB II,2129605,Budapest Honved,Kisvarda,,,,,,,150,3.098580320082086
291,2025-05-18,04:30:00,Honduras Ulusal Ligi - Play-Off,2172184,Olimpia,CD Victoria,2.0,1.0,2.0,1.0,,,291,3.106444913401814
94,2025-05-18,20:00:00,Macaristan NB II,2129604,Aqvital Csakvar,Soroksar SC,,,,,,,94,3.112683729517023
138,2025-05-17,08:00:00,Rusya Ulusal Ligi,2127598,SKA-Khabaro.,Rodina Moscow,1.0,0.0,1.0,0.0,,,138,3.12064095980297
588,2025-05-17,17:25:00,Litvanya 1. Ligi,2129654,Zalgiris,Zalgiris V.,3.0,0.0,3.0,0.0,,,588,3.1267395158535356
309,2025-05-17,08:30:00,Avustralya NPL Güney (2.Lig),2126944,Para Hills Knights S,White City B.,2.0,4.0,2.0,4.0,,,309,3.1295047531518465
792,2025-05-18,17:00:00,İzlanda Lig 2,2125701,Kari,Grotta,,,,,,,792,3.153807223024261
766,2025-05-18,18:00:00,Sırbistan Superliga - Düşme Turu,2127607,Napredak,Radnicki Nis,,,,,,,766,3.155867551086389
491,2025-05-17,23:15:00,Uruguay Primera Ligi,2164065,Plaza Colonia,Danubio,,,,,,,491,3.1597151770373224
196,2025-05-16,23:30:00,Peru Primera Ligi,2147955,Alianza Atl.,Dep. Garcilaso,1.0,0.0,1.0,0.0,,,196,3.187600978792672
608,2025-05-18,01:30:00,Paraguay Primera Ligi,2157719,Libertad,Sportivo Trinidense,0.0,0.0,1.0,1.0,,,608,3.2073976990700728
265,2025-05-18,03:00:00,"Ekvador Pro Lig, İlk Etap",2129461,CSD Macara,El Nacional,1.0,1.0,1.0,1.0,,,265,3.2116973705503447
232,2025-05-18,19:00:00,"Segunda RFEF, Yükselme Playoff",2164057,Numancia,Getafe B,,,,,,,232,3.236155126071678
685,2025-05-17,23:00:00,Paraguay Primera Ligi,2157717,N. Asuncion,Sportivo Luqueno,4.0,0.0,4.0,0.0,,,685,3.2395678724175547
546,2025-05-16,23:00:00,Paraguay Primera Ligi,2157721,CD Recoleta,CA Tembetary,0.0,0.0,1.0,1.0,,,546,3.2521223839209985
533,2025-05-18,08:00:00,Avustralya NPL NSW (2.Lig),2129253,Rockdale,Sydney II,2.0,1.0,2.0,1.0,,,533,3.28062494046485
187,2025-05-18,21:00:00,Uruguay Primera Ligi,2164063,CA Progreso,Juventud,,,,,,,187,3.2916409281694134
341,2025-05-19,13:00:00,Kenya Premier Ligi,2127390,Bidco United,Kenya Com,,,,,,,341,3.302226521606294
257,2025-05-19,00:00:00,Kosta Rika Primera - Play-Out,2173713,Saprissa,Alajuelense,,,,,,,257,3.304739021465992
694,2025-05-16,21:15:00,İsviçre Challenge Ligi,2125808,Bellinzona,Thun,1.0,0.0,3.0,1.0,,,694,3.319457787048963
748,2025-05-18,02:30:00,"Primera Lig, Açılış, Ana Tur B",2157749,Metropolitan,Puerto Cabello,1.0,1.0,1.0,1.0,,,748,3.3257931384859165
530,2025-05-18,19:30:00,"Bulgar. Parva Ligi, Şamp. Turu",2143656,Arda Kardzha,Cherno More,,,,,,,530,3.3262591600775786
87,2025-05-18,08:00:00,Avustralya Victoria NPL 2,2129247,Melbourne City U21,Manningham United Bl,1.0,1.0,1.0,1.0,,,87,3.3291139962458485
591,2025-05-16,19:00:00,Norveç 1.Ligi,2125764,Lillestrom,Kongsvinger,2.0,0.0,2.0,0.0,,,591,3.363272216160923
69,2025-05-18,08:00:00,Avustralya NPL Victoria (2.Lig),2129250,ST Albans Saints,Dandenong Ct,1.0,3.0,1.0,3.0,,,69,3.4314865583300778
174,2025-05-18,20:00:00,Moldova Süper Ligi Şamp. Turu,2152227,Sheriff,FC Milsami,,,,,,,174,3.475471191076111
647,2025-05-18,18:00:00,"Segunda RFEF, Yükselme Playoff",2164052,Sant Andreu,Rayo Majadah,,,,,,,647,3.5143420436832837
505,2025-05-17,10:00:00,Avustralya NPL Batı (2.Lig),2126929,Perth Glory,Bayswater,1.0,1.0,1.0,1.0,,,505,3.5306373362326533
439,2025-05-18,18:00:00,Macaristan NB II,2129602,Szeged GA,Vasas,,,,,,,439,3.5534630995692074
378,2025-05-17,08:00:00,Güney Kore K-Lig 3,2127666,Gyeongju,Pocheon Citizen,0.0,4.0,0.0,4.0,,,378,3.5642250209547655
15,2025-05-19,19:00:00,Cezayir 1. Lig,2157668,ASO Chlef,Belouizdad,,,,,,,15,3.5737935027082917
59,2025-05-19,01:30:00,Paraguay Primera Ligi,2157816,Guarani Asuncion,Sportivo Ameliano,,,,,,,59,3.602499132546738
773,2025-05-18,13:00:00,"Segunda RFEF, Yükselme Playoff",2164051,CDA Baleares,CD Teruel,2.0,5.0,2.0,5.0,,,773,3.62042815147601
216,2025-05-18,02:00:00,"Kolombiya Primera A, Açılış",2129415,D. Cali,Ind. Santa Fe,0.0,1.0,0.0,2.0,,,216,3.6481639217557094
621,2025-05-18,18:30:00,Finlandiya Ykkonen (2.Lig),2129487,PK-35,Kapa,,,,,,,621,3.670871831050492
251,2025-05-17,15:00:00,Kazakistan Premier Ligi,2127387,Atyrau,Zhetysu T,1.0,1.0,1.0,1.0,,,251,3.6833001506800933
701,2025-05-17,19:00:00,Cezayir 1. Lig,2157671,JS Kabylie,JS Saoura,1.0,2.0,1.0,2.0,,,701,3.706399870494278
283,2025-05-17,03:00:00,"Ekvador Pro Lig, İlk Etap",2129458,CD Cuenca,Tecnico Uni.,2.0,0.0,2.0,0.0,,,283,3.717162896618872
86,2025-05-16,18:00:00,Slovakya 2. Lig,2125788,Malzenice,Tatran Presov,2.0,1.0,2.0,1.0,,,86,3.734380805434818
67,2025-05-16,20:30:00,Fransa Ulusal Ligi,2125670,Boulogne,Chateauroux,0.0,0.0,1.0,1.0,,,67,3.7573927130391898
145,2025-05-17,08:00:00,Avustralya NPL Başkent (2.Lig),2126940,Cooma Tigers,Yoogali SC,3.0,2.0,3.0,2.0,,,145,3.7823141064697414
335,2025-05-20,01:00:00,Şili Primera Ligi,2129399,Colo Colo,Nublense,,,,,,,335,3.801144564470023
23,2025-05-17,08:00:00,Avustralya Victoria NPL 2,2126933,North Sunshine Eagle,Northcote City,2.0,0.0,2.0,0.0,,,23,3.817826606853695
427,2025-05-19,02:10:00,"Kolombiya Primera A, Açılış",2129421,Deport Pasto,Once Caldas,,,,,,,427,3.8688628820365296
389,2025-05-17,20:00:00,"Segunda RFEF, Yükselme Playoff",2164050,Ucam Murcia CF,RC Dep. Fabril,3.0,1.0,3.0,1.0,,,389,3.8743773693330383
218,2025-05-17,09:30:00,Avustralya NPL NNSW (2.Lig),2126921,Valentine FC,Maitland FC,,,,,,,218,3.891991777997482
6,2025-05-16,19:00:00,Norveç 1.Ligi,2125765,Odds BK,Moss,0.0,0.0,2.0,0.0,,,6,3.9106265482656357
781,2025-05-17,14:00:00,İsveç 2.Lig Batı Gotaland,2127687,Onsala BK,Jonsereds IF,3.0,3.0,3.0,3.0,,,781,3.919540789429292
368,2025-05-17,11:00:00,Avustralya Victoria NPL 2,2126935,Eastern Lions,Brunswick City SC,0.0,1.0,0.0,1.0,,,368,3.9959854854591255
118,2025-05-18,16:30:00,Tunus Kupası,2158662,Monastir,Club Africain,,,,,,,118,4.00373575551634
229,2025-05-17,17:00:00,Portekiz 3. Lig Yükselme Turu,2127502,Sporting CP B,Amarante,2.0,0.0,2.0,0.0,,,229,4.006869101929834
373,2025-05-18,13:00:00,Polonya 1. Lig,2127484,Warta Poznan,Odra Opole,1.0,0.0,1.0,0.0,,,373,4.029491283028169
563,2025-05-18,19:00:00,"Segunda RFEF, Düşme Playoff",2166609,Real Madrid C,Villanovense,,,,,,,563,4.031525765761643
51,2025-05-17,15:00:00,Litvanya 1. Ligi,2127401,Hegelmann,Dziugas,1.0,0.0,1.0,0.0,,,51,4.033199722304859
758,2025-05-18,19:00:00,Katar Emir Kupası,2174763,Al-Ahli Doha,Al-Rayyan,,,,,,,758,4.034315307459247
745,2025-05-18,00:00:00,"Primera Lig, Açılış, Ana Tur B",2157748,Dep. Tachira,Carabobo FC,1.0,0.0,1.0,0.0,,,745,4.070380817564863
693,2025-05-19,18:00:00,Rusya Ulusal Ligi,2127601,Kamaz,Alania Vlad.,,,,,,,693,4.101036454361263
617,2025-05-18,19:00:00,"Segunda RFEF, Yükselme Playoff",2164053,SD Logrones,CD Estepona,,,,,,,617,4.114049100338984
154,2025-05-16,22:00:00,Bolivya Profesyonel Ligi,2129269,Academia del Balompi,Guabira,1.0,1.0,1.0,1.0,,,154,4.121383262934909
662,2025-05-17,15:00:00,İsveç Lig 2,2127692,IK Kongahalla,Skara FC,4.0,1.0,4.0,1.0,,,662,4.159206655120661
164,2025-05-18,19:00:00,Tunus Kupası,2158664,Etoile Sahel,Stade Tunisien,,,,,,,164,4.221101751912646
200,2025-05-17,17:00:00,Rusya Ulusal Ligi,2127602,Sochi,Torp. Moskova,0.0,1.0,0.0,1.0,,,200,4.288099812271165
382,2025-05-18,18:00:00,Sırbistan Superliga - Düşme Turu,2127610,Zeleznicar Pan.,Spartak Subo,,,,,,,382,4.304555726204506
412,2025-05-20,03:00:00,"Ekvador Pro Lig, İlk Etap",2132466,LDU Quito,Libertad Loja,,,,,,,412,4.32434966208793
599,2025-05-18,16:00:00,Kazakistan Premier Ligi,2127383,Zhenis Nur Sultan,Kyzylzhar,,,,,,,599,4.335331590547602
674,2025-05-17,14:00:00,Vietnam V-Ligi,2127810,Hong Linh,Song Lam,0.0,1.0,0.0,1.0,,,674,4.358807176281143
364,2025-05-17,17:00:00,Estonya Premium Ligi,2127140,Paide Flora,Harju Laagri,3.0,2.0,3.0,2.0,,,364,4.372573612873773
35,2025-05-17,17:00:00,Rusya Ulusal Ligi,2127595,Baltika,Y. Krasnoyars,0.0,0.0,0.0,0.0,,,35,4.388587472068889
574,2025-05-19,18:00:00,Etiyopya Premier Lig,2131262,Hadiya Hossana FC,Shire Endaselassie F,,,,,,,574,4.421379875106866
453,2025-05-18,15:45:00,Polonya Ekstraklasa,2127491,Cracovia,L. Varşova,,,,,,,453,4.4536838684396995
313,2025-05-18,18:00:00,U20 Afrika Uluslar Kupası,2174499,Nigeria,Mısır U20,,,,,,,313,4.4563437928418415
17,2025-05-19,02:30:00,Bolivya Profesyonel Ligi,2129265,Oriente P.,Strongest,,,,,,,17,4.489454309824303
784,2025-05-18,21:30:00,Arjantin Primera Nacional (2.Lig),2126900,Chacarita Juniors,Central Norte Salta,,,,,,,784,4.4923490514429085
442,2025-05-17,10:00:00,Avustralya NPL Batı (2.Lig),2126932,Perth Redstar,Stirling Li,2.0,0.0,2.0,0.0,,,442,4.494952725001677
311,2025-05-19,22:15:00,İzlanda Urvalsdeild,2131234,IA Akranes,Hafnarfjordur,,,,,,,311,4.51703442537247
393,2025-05-17,17:00:00,2.Lig Güney Norrland,2145195,Taftea IK,Lucksta IF,0.0,0.0,0.0,0.0,,,393,4.533265930871472
525,2025-05-16,20:00:00,İsveç Lig 2,2125795,Hassleholm,Hogaborgs BK,3.0,3.0,3.0,3.0,,,525,4.541442502113179
34,2025-05-18,08:00:00,Avustralya NPL NSW (2.Lig),2129255,Sydney Utd.,St George City FA ,1.0,0.0,1.0,0.0,,,34,4.553064901799665
292,2025-05-17,15:00:00,İsveç 2.Lig Kuzey Svealand,2127670,IK Franke,FC Gute,3.0,1.0,3.0,1.0,,,292,4.558398841698694
110,2025-05-18,17:00:00,İzlanda Lig 1,2129607,Thor Akureyr,Keflavik,,,,,,,110,4.565216314699667
8,2025-05-19,02:00:00,Peru Primera Ligi,2148041,Melgar,Atletico Grau,,,,,,,8,4.5868834735580535
2,2025-05-18,08:30:00,Avustralya NPL Güney (2.Lig),2151332,Adelaide Utd. Genç,Adelaide City,3.0,1.0,3.0,1.0,,,2,4.623105017193531
521,2025-05-18,14:00:00,İngiltere Premier Lig,2129472,Everton,Southampton,2.0,0.0,2.0,0.0,,,521,4.641637642039715
325,2025-05-16,22:00:00,"Kadınlar 1. Lig, Playofflar",2168765,Lyon (K),PSG (K),3.0,0.0,3.0,0.0,,,325,4.6455354912001265
514,2025-05-17,02:05:00,"Arjantin Primera Nacional, A Grubu",2126891,Ferro Carril Oeste,Almagro,0.0,1.0,1.0,1.0,,,514,4.656350502271065
125,2025-05-17,16:00:00,Finlandiya Ykkonen (2.Lig),2127158,Lahti,SJK Akatemia,1.0,0.0,1.0,0.0,,,125,4.6663261780548515
177,2025-05-18,08:00:00,Avustralya NPL Queensland (2.Lig),2129246,Brisbane Roar II,Brisbane City,0.0,1.0,0.0,1.0,,,177,4.687259327154836
551,2025-05-18,17:00:00,İsveç Lig 1,2129805,Oskarshmans,Skövde,,,,,,,551,4.699202059924642
74,2025-05-16,22:15:00,İzlanda Lig 1,2125706,L. Reykjavik,Kopavogur,0.0,1.0,0.0,1.0,,,74,4.710806724967604
774,2025-05-17,14:00:00,Danimarka 2.Ligi - Düşme Grubu,2141850,Ishoej IF,Nykoebing,2.0,1.0,2.0,1.0,,,774,4.766508155872599
558,2025-05-18,22:00:00,Şili Primera Ligi,2169882,Deportes Limache,Palestino,,,,,,,558,4.7868883421279005
501,2025-05-18,17:00:00,İsveç Lig 2,2129814,Vanersborgs,Motala,,,,,,,501,4.790918492314392
140,2025-05-18,03:10:00,"Arjantin Primera Nacional, A Grubu",2126898,Tucuman,Racing Cordoba,1.0,1.0,1.0,1.0,,,140,4.801937109125858
246,2025-05-17,10:00:00,Avustralya NPL Batı (2.Lig),2126930,Armadale SC,Perth SC,2.0,1.0,2.0,1.0,,,246,4.802624282618827
47,2025-05-18,14:00:00,Danimarka 2. Lig Yük. Grb.,2141883,Naestved,Aarhus Frem,0.0,2.0,0.0,3.0,,,47,4.841446064968606
713,2025-05-16,18:55:00,Suudi Profesyonel Ligi,2123386,Al Fateh,Al Hilal,2.0,0.0,3.0,4.0,,,713,4.861316694065508
631,2025-05-18,22:15:00,İzlanda Urvalsdeild,2129609,Afturelding,KR Reykjavik,,,,,,,631,4.8669394900697105
667,2025-05-17,02:10:00,"Kolombiya Primera A, Açılış",2129420,Atl. Junior,Fortaleza FC,1.0,0.0,2.0,1.0,,,667,4.87679197833986
712,2025-05-17,14:30:00,Almanya 3. Lig,2127165,1860 Münih,Erzgebirge,1.0,1.0,1.0,1.0,,,712,4.891329062739494
62,2025-05-17,12:00:00,Avustralya NPL Queensland (2.Lig),2126926,Moreton C. Exc.,Wolves FC,1.0,1.0,1.0,1.0,,,62,4.916624858579308
780,2025-05-18,17:00:00,2.Lig Güney Norrland,2145194,Umea Akademi,Östersund,,,,,,,780,4.93535206444282
520,2025-05-17,21:30:00,"Arjantin Primera Nacional, A Grubu",2126897,Club Atletico Los An,CA Alvarado,,,,,,,520,4.940242909007613
249,2025-05-16,19:00:00,Litvanya Lig 1,2125745,FK Kauno Zalgiris B,Zalgiris B,2.0,3.0,2.0,3.0,,,249,4.9639601126519945
295,2025-05-19,01:30:00,ABD USL Lig 2 (4.Lig),2129854,Minneapolis City,RKC Soccer Club,,,,,,,295,4.971901044872072
607,2025-05-17,10:00:00,Avustralya NPL Batı (2.Lig),2126928,Floreat A.,Sorrento,0.0,1.0,0.0,1.0,,,607,4.9807830709638425
609,2025-05-18,20:30:00,"Segunda RFEF, Yükselme Playoff",2164054,Real Aviles CF,CA Antoniano,,,,,,,609,4.988266231868544
336,2025-05-17,17:00:00,İsveç Lig 1,2127676,Ljungskile,Lunds,3.0,0.0,3.0,0.0,,,336,5.00818330335462
714,2025-05-17,13:00:00,Ukrayna Premier Lig,2127732,Kryvbas KR,Obolon Kiev,1.0,0.0,1.0,0.0,,,714,5.010538893173069
99,2025-05-19,19:30:00,İsveç Lig 1,2131251,BK Olympic,Angelholms,,,,,,,99,5.075490124116094
638,2025-05-17,02:00:00,ABD USL Lig 1 (3.Lig),2125829,Charlotte In,One Knoxville SC,3.0,1.0,3.0,1.0,,,638,5.090088407876625
532,2025-05-16,22:30:00,Portekiz 2. Lig,2125777,Alverca,Portimonense,1.0,0.0,2.0,1.0,,,532,5.108404839086267
471,2025-05-17,08:00:00,Japonya J3 (3.Lig),2127372,Tegevajaro Miyazaki,Zweigen Kanazawa,1.0,1.0,1.0,1.0,,,471,5.122821488203546
248,2025-05-18,15:00:00,"Danimarka Süper Lig, Düşme Turu",2129455,Aalborg BK,Silkeborg,,,,,,,248,5.129590626940906
586,2025-05-17,01:30:00,Paraguay Primera Ligi,2157718,Cerro Porteno,C. G. Caballero,2.0,1.0,2.0,1.0,,,586,5.143831256952351
78,2025-05-16,16:00:00,Paraguay Intermedia Ligi (2.Lig),2157728,Sol de America,Depor Santan,2.0,1.0,2.0,1.0,,,78,5.167533260657351
244,2025-05-17,17:00:00,İsveç 2.Lig Kuzey Svealand,2127672,Sunnersta AIF,Viggbyholms IK FF,3.0,4.0,3.0,4.0,,,244,5.18335798493602
495,2025-05-17,12:00:00,Avustralya NPL NSW (2.Lig),2126942,Woll. Wolves,Blacktown,0.0,1.0,0.0,1.0,,,495,5.185065091201845
645,2025-05-20,04:05:00,"Kolombiya Primera A, Açılış",2129414,Ind.Medellin,Dep. Pereira,,,,,,,645,5.195594287470875
572,2025-05-16,22:30:00,Portekiz 2. Lig,2125770,Uniao Leiria,Tondela,0.0,0.0,0.0,2.0,,,572,5.207542606642791
640,2025-05-17,16:00:00,Portekiz 2. Lig,2125774,A. de Viseu,P.Ferreira,0.0,1.0,0.0,1.0,,,640,5.236353693172378
664,2025-05-18,18:00:00,Cezayir 1. Lig,2157670,ES Mostaganem,MC EL Bayadh,,,,,,,664,5.2389693642929425
36,2025-05-18,16:45:00,"Lübnan Premier Lig, Şamp. Turu",2164073,Nejmeh SC,Al Ahed,,,,,,,36,5.251894896130349
595,2025-05-17,13:00:00,Japonya J3 (3.Lig),2127371,Ryukyu,Giravanz Kitakyushu,0.0,1.0,0.0,1.0,,,595,5.258535917914795
567,2025-05-18,17:00:00,İsveç 2.Lig Kuzey Svealand,2129803,Kungsangens IF,FC Jarfalla,,,,,,,567,5.262565914076516
131,2025-05-17,18:00:00,Slovakya Superliga Düşme Turu,2127633,Trencin,MFK Skalica,2.0,0.0,2.0,0.0,,,131,5.26371541783938
327,2025-05-18,23:30:00,"Ekvador Pro Lig, İlk Etap",2129460,Delfin Sc,Uni Catolica,,,,,,,327,5.277120426899504
547,2025-05-18,21:00:00,"Arjantin Primera Nacional, A Grubu",2126899,CA Guemes,Quilmes Atletico Clu,,,,,,,547,5.278920344161294
600,2025-05-19,22:15:00,İzlanda Urvalsdeild,2129608,Stjarnan G.,Vikingur R.,,,,,,,600,5.2839190001361676
657,2025-05-18,08:30:00,Avustralya NPL NNSW (2.Lig),2129243,Cooks Hill United,Newcastle Oly.,,,,,,,657,5.35350352572967
