match_date,match_time,match_id,hometeam,awayteam,bet_name,probability,odds,EV,b,q,f_star
2025-09-21,05:30:00,2303186,San Jose E.,St. Louis,"Ev Sahibi Gol Alt/Üst :: Ev 3,5 Alt",91,"1,25","1,1375","0,25",9,55
2025-09-20,15:30:00,2299960,Ullern,Alta IF 2,"Toplam Gol Alt/Üst :: 4,5 Alt",75,"2,1","1,575","1,1",25,"52,2727272727273"
2025-09-20,16:30:00,2300139,Hoffenheim,Bayern Münih,"Toplam Gol Alt/Üst :: 5,5 Alt",89,"1,29","1,1481","0,29",11,"51,0689655172414"
2025-09-21,21:15:00,2300646,LKS Lodz,Wieczysta Krakow,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,90,"1,25","1,125","0,25",10,50
2025-09-21,20:30:00,2303037,Independiente,San Lorenzo,"Toplam Gol Alt/Üst :: 1,5 Üst",79,"1,71","1,3509","0,71",21,"49,4225352112676"
2025-09-20,17:30:00,2393335,AS Gabes,CS Sfaxien,"Toplam Gol Alt/Üst :: 1,5 Üst",80,"1,63","1,304","0,63",20,"48,2539682539682"
2025-09-20,14:00:00,2300727,Frigg,Floya,"Toplam Gol Alt/Üst :: 4,5 Alt",76,"1,86","1,4136","0,86",24,"48,093023255814"
2025-09-20,14:00:00,2300481,Tiller,Volda,"Deplasman Gol Alt/Üst :: Dep 3,5 Alt",75,"1,92","1,44","0,92",25,"47,8260869565217"
2025-09-20,14:00:00,2300590,IL Ulfstind,Sortland IL,"Toplam Gol Alt/Üst :: 4,5 Alt",77,"1,78","1,3706","0,78",23,"47,5128205128205"
2025-09-21,20:30:00,2303037,Independiente,San Lorenzo,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,71,"2,17","1,5407","1,17",29,"46,2136752136752"
2025-09-21,22:45:00,2302969,Godoy Cruz,Instituto,"Toplam Gol Alt/Üst :: 1,5 Üst",79,"1,64","1,2956","0,64",21,"46,1875"
2025-09-20,19:00:00,2300971,Ham-Kam II,Bjoerkelangen,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,84,"1,42","1,1928","0,42",16,"45,9047619047619"
2025-09-20,20:30:00,2303022,Barracas,Sarmiento,"Toplam Gol Alt/Üst :: 1,5 Üst",79,"1,63","1,2877","0,63",21,"45,6666666666667"
2025-09-20,17:00:00,2301015,Clyde Bank,Edinburgh,"Ev Sahibi Gol Alt/Üst :: Ev 2,5 Alt",88,"1,28","1,1264","0,28",12,"45,1428571428571"
2025-09-20,18:00:00,2303641,Real Oviedo B,Real Valladolid B,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,88,"1,28","1,1264","0,28",12,"45,1428571428571"
2025-09-20,18:40:00,2305792,Al Najma (Suudi),Al Ittihad,İlk Yarı Karşılıklı Gol :: İY KG Yok,88,"1,28","1,1264","0,28",12,"45,1428571428571"
2025-09-20,16:00:00,2303105,Bologna,Genoa,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,75,"1,83","1,3725","0,83",25,"44,8795180722891"
2025-09-21,13:15:00,2302990,Zwolle,Go Ahead,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,87,"1,3","1,131","0,3",13,"43,6666666666667"
2025-09-21,22:15:00,2386847,Stjarnan G.,Hafnarfjordur,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,87,"1,3","1,131","0,3",13,"43,6666666666667"
2025-09-21,00:30:00,2303384,Botafogo,A.Mineiro,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,76,"1,74","1,3224","0,74",24,"43,5675675675676"
2025-09-20,19:30:00,2303532,Villarreal,Osasuna,"Toplam Gol Alt/Üst :: 1,5 Üst",85,"1,36","1,156","0,36",15,"43,3333333333333"
2025-09-20,14:00:00,2300481,Tiller,Volda,"Toplam Gol Alt/Üst :: 4,5 Alt",73,"1,91","1,3943","0,91",27,"43,3296703296703"
2025-09-21,22:45:00,2302969,Godoy Cruz,Instituto,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,71,"2,04","1,4484","1,04",29,"43,1153846153846"
2025-09-20,20:30:00,2303022,Barracas,Sarmiento,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,71,"2,04","1,4484","1,04",29,"43,1153846153846"
2025-09-20,17:30:00,2300204,Santa Clara,Alverca,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,74,"1,84","1,3616","0,84",26,"43,047619047619"
2025-09-20,19:30:00,2303532,Villarreal,Osasuna,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,79,"1,58","1,2482","0,58",21,"42,7931034482759"
2025-09-20,17:00:00,2300114,Stevenage,Exeter City,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,77,"1,67","1,2859","0,67",23,"42,6716417910448"
2025-09-21,18:00:00,2303955,Stromsgodset,Sarpsborg,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,86,"1,32","1,1352","0,32",14,"42,25"
2025-09-21,15:00:00,2327027,Bangkok Utd.,Buriram Utd.,Çifte Şans :: ÇŞ 1-2,88,"1,26","1,1088","0,26",12,"41,8461538461539"
2025-09-20,15:30:00,2299960,Ullern,Alta IF 2,"Ev Sahibi Gol Alt/Üst :: Ev 3,5 Alt",73,"1,86","1,3578","0,86",27,"41,6046511627907"
2025-09-21,13:00:00,2302946,Beijin Guoan,Shanghai Sipg,İlk Yarı Karşılıklı Gol :: İY KG Yok,83,"1,41","1,1703","0,41",17,"41,5365853658537"
2025-09-22,21:00:00,2305951,Jong Alkmaar,Graafschap,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,86,"1,31","1,1266","0,31",14,"40,8387096774194"
2025-09-20,14:00:00,2300481,Tiller,Volda,"İlk Yarı Gol Alt/Üst :: İY 2,5 Alt",80,"1,51","1,208","0,51",20,"40,7843137254902"
2025-09-21,01:00:00,2303357,CA Tigre,Aldosivi,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",84,"1,37","1,1508","0,37",16,"40,7567567567567"
2025-09-21,01:00:00,2303357,CA Tigre,Aldosivi,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,70,"2,02","1,414","1,02",30,"40,5882352941177"
2025-09-21,22:00:00,2303511,Cordoba,R. Santander,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,87,"1,28","1,1136","0,28",13,"40,5714285714286"
2025-09-20,17:30:00,2300470,Hanacka Slavia,Dinamo Bud.,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,83,"1,4","1,162","0,4",17,"40,5"
2025-09-20,14:00:00,2300450,Fjora ,Bjarg,"Deplasman Gol Alt/Üst :: Dep 3,5 Alt",74,"1,77","1,3098","0,77",26,"40,2337662337662"
2025-09-23,03:00:00,2302952,CA Belgrano,New Old Boys,"Toplam Gol Alt/Üst :: 1,5 Üst",79,"1,54","1,2166","0,54",21,"40,1111111111111"
2025-09-22,01:00:00,2303046,Rosario C.,Talleres,"Toplam Gol Alt/Üst :: 1,5 Üst",78,"1,58","1,2324","0,58",22,"40,0689655172414"
2025-09-21,03:30:00,2302974,Kansas City,Vancouver,"İlk Yarı Gol Alt/Üst :: İY 2,5 Alt",88,"1,25","1,1","0,25",12,40
2025-09-20,16:00:00,2300859,Molde II,Fk Kvik Trondheim,"Ev Sahibi Gol Alt/Üst :: Ev 2,5 Alt",74,"1,76","1,3024","0,76",26,"39,7894736842105"
2025-09-20,16:00:00,2300859,Molde II,Fk Kvik Trondheim,"Toplam Gol Alt/Üst :: 4,5 Alt",76,"1,66","1,2616","0,66",24,"39,6363636363636"
2025-09-20,14:30:00,2300305,Birmingham,Swansea,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",85,"1,33","1,1305","0,33",15,"39,5454545454545"
2025-09-21,15:30:00,2303004,Heerenveen,NEC Nijmegen,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,85,"1,33","1,1305","0,33",15,"39,5454545454545"
2025-09-20,16:00:00,2300978,Os,Fyllingsdale,"Toplam Gol Alt/Üst :: 4,5 Alt",72,"1,86","1,3392","0,86",28,"39,4418604651163"
2025-09-22,21:00:00,2305924,Jong PSV,Den Bosch,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,86,"1,3","1,118","0,3",14,"39,3333333333333"
2025-09-21,10:00:00,2303165,Kamatamare Sanuki,SC Sagamihara,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,86,"1,3","1,118","0,3",14,"39,3333333333333"
2025-09-20,17:00:00,2300770,Bath City,Chelmsford C,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,86,"1,3","1,118","0,3",14,"39,3333333333333"
2025-09-20,19:30:00,2300882,Man. United,Chelsea,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,86,"1,3","1,118","0,3",14,"39,3333333333333"
2025-09-20,15:00:00,2300055,Gneist,Foerde,İlk Yarı Karşılıklı Gol :: İY KG Yok,80,"1,49","1,192","0,49",20,"39,1836734693878"
2025-09-20,16:00:00,2303836,Keçiörengücü,Bodrum FK,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",82,"1,42","1,1644","0,42",18,"39,1428571428571"
2025-09-21,17:15:00,2303388,Mallorca,Atl. Madrid,"Toplam Gol Alt/Üst :: 1,5 Üst",82,"1,42","1,1644","0,42",18,"39,1428571428571"
2025-09-21,19:00:00,2303856,Sakaryaspor,Amed Sportif,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",82,"1,42","1,1644","0,42",18,"39,1428571428571"
2025-09-22,01:00:00,2303046,Rosario C.,Talleres,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,70,"1,97","1,379","0,97",30,"39,0721649484536"
2025-09-20,14:00:00,2301088,Magdeburg,Schalke,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,87,"1,27","1,1049","0,27",13,"38,8518518518519"
2025-09-20,21:15:00,2301208,Domzale,Koper,İlk Yarı Karşılıklı Gol :: İY KG Yok,87,"1,27","1,1049","0,27",13,"38,8518518518519"
2025-09-21,20:30:00,2303037,Independiente,San Lorenzo,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",81,"1,45","1,1745","0,45",19,"38,7777777777778"
2025-09-20,16:30:00,2300139,Hoffenheim,Bayern Münih,"Toplam Gol Alt/Üst :: 4,5 Alt",78,"1,56","1,2168","0,56",22,"38,7142857142857"
2025-09-20,16:00:00,2300872,Spezia,Juve Stabia,"Toplam Gol Alt/Üst :: 1,5 Üst",79,"1,52","1,2008","0,52",21,"38,6153846153846"
2025-09-20,19:30:00,2303392,Andorra,Mirandes,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,76,"1,64","1,2464","0,64",24,"38,5"
2025-09-23,03:00:00,2302952,CA Belgrano,New Old Boys,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,71,"1,89","1,3419","0,89",29,"38,4157303370786"
2025-09-21,19:30:00,2303483,Elche,Real Oviedo,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",84,"1,35","1,134","0,35",16,"38,2857142857143"
2025-09-20,16:00:00,2303105,Bologna,Genoa,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",85,"1,32","1,122","0,32",15,"38,125"
2025-09-20,17:00:00,2300114,Stevenage,Exeter City,"Toplam Gol Alt/Üst :: 1,5 Üst",82,"1,41","1,1562","0,41",18,"38,0975609756097"
2025-09-20,16:30:00,2300139,Hoffenheim,Bayern Münih,"Deplasman Gol Alt/Üst :: Dep 2,5 Alt",68,"2,07","1,4076","1,07",32,"38,0934579439252"
2025-09-21,19:30:00,2303483,Elche,Real Oviedo,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,71,"1,88","1,3348","0,88",29,"38,0454545454545"
2025-09-20,14:00:00,2300590,IL Ulfstind,Sortland IL,"Ev Sahibi Gol Alt/Üst :: Ev 3,5 Alt",77,"1,59","1,2243","0,59",23,"38,0169491525424"
2025-09-20,17:30:00,2300204,Santa Clara,Alverca,"Toplam Gol Alt/Üst :: 1,5 Üst",79,"1,51","1,1929","0,51",21,"37,8235294117647"
2025-09-20,19:45:00,2300266,Groningen,Telstar,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,79,"1,51","1,1929","0,51",21,"37,8235294117647"
2025-09-20,16:00:00,2303105,Bologna,Genoa,"Toplam Gol Alt/Üst :: 1,5 Üst",79,"1,51","1,1929","0,51",21,"37,8235294117647"
2025-09-21,00:30:00,2303384,Botafogo,A.Mineiro,"Toplam Gol Alt/Üst :: 1,5 Üst",81,"1,44","1,1664","0,44",19,"37,8181818181818"
2025-09-20,15:00:00,2300210,Ingolstadt,Wehen,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,86,"1,29","1,1094","0,29",14,"37,7241379310345"
2025-09-20,18:15:00,2300436,Monza,Sampdoria,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",86,"1,29","1,1094","0,29",14,"37,7241379310345"
2025-09-21,10:30:00,2303049,Ansan Greene,Cheongju FC,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,86,"1,29","1,1094","0,29",14,"37,7241379310345"
2025-09-21,23:30:00,2304107,Internacional,Gremio,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,74,"1,71","1,2654","0,71",26,"37,3802816901409"
2025-09-21,05:30:00,2303186,San Jose E.,St. Louis,"Ev Sahibi Gol Alt/Üst :: Ev 2,5 Alt",77,"1,58","1,2166","0,58",23,"37,3448275862069"
2025-09-21,01:00:00,2303357,CA Tigre,Aldosivi,"Toplam Gol Alt/Üst :: 1,5 Üst",76,"1,62","1,2312","0,62",24,"37,2903225806452"
2025-09-20,16:00:00,2300872,Spezia,Juve Stabia,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,71,"1,86","1,3206","0,86",29,"37,2790697674419"
2025-09-21,19:30:00,2303483,Elche,Real Oviedo,"Toplam Gol Alt/Üst :: 1,5 Üst",78,"1,54","1,2012","0,54",22,"37,2592592592593"
2025-09-21,01:00:00,2299785,Richmond,Charlotte In,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,83,"1,37","1,1371","0,37",17,"37,054054054054"
2025-09-20,14:00:00,2300244,PK-35,Klubi 04,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,83,"1,37","1,1371","0,37",17,"37,054054054054"
2025-09-20,16:30:00,2300139,Hoffenheim,Bayern Münih,"İlk Yarı Gol Alt/Üst :: İY 2,5 Alt",83,"1,37","1,1371","0,37",17,"37,054054054054"
2025-09-20,17:15:00,2303655,Real Madrid,Espanyol,İlk Yarı Karşılıklı Gol :: İY KG Yok,87,"1,26","1,0962","0,26",13,37
2025-09-20,17:00:00,2300140,Brighton,Tottenham,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,87,"1,26","1,0962","0,26",13,37
2025-09-21,03:30:00,2302974,Kansas City,Vancouver,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,84,"1,34","1,1256","0,34",16,"36,9411764705882"
2025-09-20,22:45:00,2303354,Union Santa Fe,Ind. Mendoza,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,74,"1,7","1,258","0,7",26,"36,8571428571429"
2025-09-20,14:00:00,2300727,Frigg,Floya,"Ev Sahibi İlk Yarı Gol Alt/Üst :: Ev İY 1,5 Alt",77,"1,57","1,2089","0,57",23,"36,6491228070176"
2025-09-20,18:40:00,2305876,Al Hazem,Al Fateh,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",85,"1,31","1,1135","0,31",15,"36,6129032258065"
2025-09-20,14:30:00,2300305,Birmingham,Swansea,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,72,"1,79","1,2888","0,79",28,"36,5569620253165"
2025-09-20,17:00:00,2301037,Sheffield Utd.,Charlton,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,75,"1,65","1,2375","0,65",25,"36,5384615384615"
2025-09-20,16:30:00,2300139,Hoffenheim,Bayern Münih,"Deplasman Gol Alt/Üst :: Dep 3,5 Alt",80,"1,46","1,168","0,46",20,"36,5217391304348"
2025-09-20,19:45:00,2315692,Rangers,Hibernian,"Ev Sahibi Gol Alt/Üst :: Ev 2,5 Alt",80,"1,46","1,168","0,46",20,"36,5217391304348"
2025-09-20,21:45:00,2303317,Udinese,Milan,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",80,"1,46","1,168","0,46",20,"36,5217391304348"
2025-09-20,15:30:00,2299960,Ullern,Alta IF 2,"Ev Sahibi İlk Yarı Gol Alt/Üst :: Ev İY 1,5 Alt",71,"1,84","1,3064","0,84",29,"36,4761904761905"
2025-09-20,14:00:00,2300727,Frigg,Floya,"Ev Sahibi Gol Alt/Üst :: Ev 2,5 Alt",66,"2,15","1,419","1,15",34,"36,4347826086957"
2025-09-20,15:00:00,2300055,Gneist,Foerde,"Toplam Gol Alt/Üst :: 3,5 Alt",66,"2,14","1,4124","1,14",34,"36,1754385964912"
2025-09-21,17:15:00,2303388,Mallorca,Atl. Madrid,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",79,"1,49","1,1771","0,49",21,"36,1428571428571"
2025-09-20,16:00:00,2300896,Vis Pesaro,Pianese,"Toplam Gol Alt/Üst :: 1,5 Üst",79,"1,49","1,1771","0,49",21,"36,1428571428571"
2025-09-21,00:30:00,2303384,Botafogo,A.Mineiro,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",86,"1,28","1,1008","0,28",14,36
2025-09-20,17:00:00,2301037,Sheffield Utd.,Charlton,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",86,"1,28","1,1008","0,28",14,36
2025-09-21,17:30:00,2298325,Verl,E. Cottbus,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,86,"1,28","1,1008","0,28",14,36
2025-09-20,16:30:00,2300447,W. Bremen,Freiburg,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,86,"1,28","1,1008","0,28",14,36
2025-09-20,19:00:00,2303369,Verona,Juventus,"Toplam Gol Alt/Üst :: 1,5 Üst",82,"1,39","1,1398","0,39",18,"35,8461538461538"
2025-09-20,17:00:00,2301138,Woking,Forest Green,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",82,"1,39","1,1398","0,39",18,"35,8461538461538"
2025-09-21,13:00:00,2302946,Beijin Guoan,Shanghai Sipg,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,82,"1,39","1,1398","0,39",18,"35,8461538461538"
2025-09-21,18:00:00,2303663,KFC Komarno,Zilina,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,83,"1,36","1,1288","0,36",17,"35,7777777777778"
2025-09-21,05:30:00,2303186,San Jose E.,St. Louis,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,81,"1,42","1,1502","0,42",19,"35,7619047619048"
2025-09-20,17:30:00,2393335,AS Gabes,CS Sfaxien,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",72,"1,77","1,2744","0,77",28,"35,6363636363636"
2025-09-20,19:30:00,2300527,Leipzig,Köln,"Ev Sahibi Gol Alt/Üst :: Ev 2,5 Alt",80,"1,45","1,16","0,45",20,"35,5555555555556"
2025-09-20,17:30:00,2301198,Volendam,Excelsior,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,84,"1,33","1,1172","0,33",16,"35,5151515151515"
2025-09-21,02:30:00,2300936,Inter Miami,DC United,"Ev Sahibi Gol Alt/Üst :: Ev 3,5 Alt",84,"1,33","1,1172","0,33",16,"35,5151515151515"
2025-09-20,16:30:00,2300028,Flint Town Utd.,Barry Utd,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,84,"1,33","1,1172","0,33",16,"35,5151515151515"
2025-09-21,17:00:00,2303743,Brattvag,Lysekloster,"Toplam Gol Alt/Üst :: 4,5 Alt",84,"1,33","1,1172","0,33",16,"35,5151515151515"
2025-09-20,15:00:00,2301108,Brodd,Vaag IK,"Toplam Gol Alt/Üst :: 4,5 Alt",76,"1,59","1,2084","0,59",24,"35,3220338983051"
2025-09-20,18:00:00,2300711,Vidago FC,S. Farense,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",57,"2,98","1,6986","1,98",43,"35,2828282828283"
2025-09-21,16:00:00,2303086,Aalborg BK,B93 Kopenhag,"Ev Sahibi Gol Alt/Üst :: Ev 2,5 Alt",79,"1,48","1,1692","0,48",21,"35,25"
2025-09-20,14:30:00,2300305,Birmingham,Swansea,"Toplam Gol Alt/Üst :: 1,5 Üst",79,"1,48","1,1692","0,48",21,"35,25"
2025-09-20,16:00:00,2300276,Loddefjord,Askoey FK,"Deplasman İlk Yarı Gol Alt/Üst :: Dep İY 1,5 Alt",79,"1,48","1,1692","0,48",21,"35,25"
2025-09-20,17:00:00,2303562,Sandefjord,Brann,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,85,"1,3","1,105","0,3",15,35
2025-09-20,17:30:00,2300204,Santa Clara,Alverca,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",85,"1,3","1,105","0,3",15,35
2025-09-20,18:30:00,2300273,Casertana,Cosenza C.,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,85,"1,3","1,105","0,3",15,35
2025-09-21,03:30:00,2303145,Dallas,Colorado,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,85,"1,3","1,105","0,3",15,35
2025-09-20,14:00:00,2300450,Fjora ,Bjarg,"Toplam Gol Alt/Üst :: 4,5 Alt",73,"1,71","1,2483","0,71",27,"34,9718309859155"
2025-09-20,17:00:00,2301109,Doncaster,Wimbledon,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,73,"1,71","1,2483","0,71",27,"34,9718309859155"
2025-09-20,21:00:00,2300831,Orbit College FC,Tshakhuma Ts,"Toplam Gol Alt/Üst :: 1,5 Üst",73,"1,71","1,2483","0,71",27,"34,9718309859155"
2025-09-20,15:00:00,2304102,Fredrikstad,Bryne,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,78,"1,51","1,1778","0,51",22,"34,8627450980392"
2025-09-20,21:45:00,2303317,Udinese,Milan,"Toplam Gol Alt/Üst :: 1,5 Üst",82,"1,38","1,1316","0,38",18,"34,6315789473684"
2025-09-21,18:15:00,2304094,Monaco,Metz,"Toplam Gol Alt/Üst :: 4,5 Alt",82,"1,38","1,1316","0,38",18,"34,6315789473684"
2025-09-20,18:15:00,2300436,Monza,Sampdoria,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,74,"1,66","1,2284","0,66",26,"34,6060606060606"
2025-09-20,16:30:00,2300139,Hoffenheim,Bayern Münih,"Toplam Gol Alt/Üst :: 3,5 Alt",65,"2,15","1,3975","1,15",35,"34,5652173913044"
2025-09-20,15:30:00,2300688,Asker,Alta,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,80,"1,44","1,152","0,44",20,"34,5454545454545"
2025-09-21,05:30:00,2303186,San Jose E.,St. Louis,"Toplam Gol Alt/Üst :: 4,5 Alt",80,"1,44","1,152","0,44",20,"34,5454545454545"
2025-09-21,12:00:00,2303344,Orenburg,D. Moskova,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",83,"1,35","1,1205","0,35",17,"34,4285714285714"
2025-09-20,17:00:00,2300904,Larne,Carrick Rangers,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,77,"1,54","1,1858","0,54",23,"34,4074074074074"
2025-09-20,16:00:00,2300756,Brage,Orebro,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,86,"1,27","1,0922","0,27",14,"34,1481481481482"
2025-09-20,19:00:00,2300185,Chojniczanka,Slask Wroclaw II,İlk Yarı Karşılıklı Gol :: İY KG Yok,86,"1,27","1,0922","0,27",14,"34,1481481481482"
2025-09-20,17:00:00,2300163,Darlington,Chester,İlk Yarı Karşılıklı Gol :: İY KG Yok,86,"1,27","1,0922","0,27",14,"34,1481481481482"
2025-09-21,18:00:00,2303199,Stabaek,Raufoss,"Toplam Gol Alt/Üst :: 4,5 Alt",86,"1,27","1,0922","0,27",14,"34,1481481481482"
2025-09-22,00:00:00,2305981,LDU Quito,Uni Catolica,İlk Yarı Karşılıklı Gol :: İY KG Yok,86,"1,27","1,0922","0,27",14,"34,1481481481482"
2025-09-20,21:45:00,2303317,Udinese,Milan,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",75,"1,61","1,2075","0,61",25,"34,016393442623"
2025-09-21,19:00:00,2303856,Sakaryaspor,Amed Sportif,"Toplam Gol Alt/Üst :: 1,5 Üst",84,"1,32","1,1088","0,32",16,34
2025-09-21,22:30:00,2300037,Casa Pia,Famalicao,"Toplam Gol Alt/Üst :: 1,5 Üst",78,"1,5","1,17","0,5",22,34
2025-09-20,16:00:00,2300978,Os,Fyllingsdale,"Ev Sahibi Gol Alt/Üst :: Ev 3,5 Alt",76,"1,57","1,1932","0,57",24,"33,8947368421053"
2025-09-20,15:30:00,2299960,Ullern,Alta IF 2,"Deplasman Gol Alt/Üst :: Dep 1,5 Alt",76,"1,57","1,1932","0,57",24,"33,8947368421053"
2025-09-21,17:15:00,2303388,Mallorca,Atl. Madrid,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",73,"1,69","1,2337","0,69",27,"33,8695652173913"
2025-09-22,01:00:00,2303046,Rosario C.,Talleres,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",81,"1,4","1,134","0,4",19,"33,5"
2025-09-20,17:00:00,2301037,Sheffield Utd.,Charlton,"Toplam Gol Alt/Üst :: 1,5 Üst",81,"1,4","1,134","0,4",19,"33,5"
2025-09-20,16:30:00,2300139,Hoffenheim,Bayern Münih,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Alt",80,"1,43","1,144","0,43",20,"33,4883720930232"
2025-09-22,19:00:00,2305944,Sochi,CSKA,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",80,"1,43","1,144","0,43",20,"33,4883720930232"
2025-09-20,16:00:00,2300872,Spezia,Juve Stabia,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",82,"1,37","1,1234","0,37",18,"33,3513513513513"
2025-09-20,17:30:00,2301198,Volendam,Excelsior,İlk Yarı Karşılıklı Gol :: İY KG Yok,82,"1,37","1,1234","0,37",18,"33,3513513513513"
2025-09-20,17:00:00,2300103,Boston Utd,Boreham Wood,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",82,"1,37","1,1234","0,37",18,"33,3513513513513"
2025-09-20,16:30:00,2332739,Al Ain,Khor Fakkan,"Toplam Gol Alt/Üst :: 4,5 Alt",82,"1,37","1,1234","0,37",18,"33,3513513513513"
2025-09-20,15:30:00,2300688,Asker,Alta,"Toplam Gol Alt/Üst :: 4,5 Alt",79,"1,46","1,1534","0,46",21,"33,3478260869565"
2025-09-20,17:30:00,2300204,Santa Clara,Alverca,"Toplam Gol Alt/Üst :: 2,5 Üst",61,"2,41","1,4701","1,41",39,"33,3404255319149"
2025-09-21,19:45:00,2300221,Mladost Lucani,Jav Ivanjica,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,85,"1,29","1,0965","0,29",15,"33,2758620689655"
2025-09-20,17:00:00,2301254,Huddersfield,Burton,"Toplam Gol Alt/Üst :: 1,5 Üst",85,"1,29","1,0965","0,29",15,"33,2758620689655"
2025-09-20,17:00:00,2301122,Jerv,Notodden,"Toplam Gol Alt/Üst :: 4,5 Alt",85,"1,29","1,0965","0,29",15,"33,2758620689655"
